filename,masterCategory,garment,url,description
long_sleeve_dress_410.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/584a35f5-c68d-4f40-a249-c21266cd7881.jpeg?h=368&w=240&dpr=2,"a woman wearing a navy blue knee-length dress with a wrap-style neckline and three-quarter sleeves. the dress has a cinched waist and a draped, asymmetrical skirt.  the fabric appears to be a jersey knit."
long_sleeve_dress_1967.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/85cbc076-1680-4681-ae9e-a09ff80f711c.jpeg?h=368&w=240&dpr=2,woman wearing a mauve chiffon maxi skirt and a mauve embroidered lace three-quarter sleeve jacket with a front zipper.
long_sleeve_dress_974.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/b7daa38e-ba5c-40d9-8fa2-a7486bcf3e22.jpeg?h=368&w=240&dpr=2,"woman wearing a purple, blue, and silver midi dress with a cold-shoulder neckline and long sleeves.  the dress is vertically striped and appears to be made of a knit or metallic fabric with a pleated texture.  the bodice has a gathered detail at the bust."
long_sleeve_dress_420.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/7963ef59-7883-43ee-b023-b4a2154cd958.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_237.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/87d2d130-56bc-4592-80e6-f75746398011.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_756.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/40296505-59d5-4cc8-a2bf-d53bb2d0efa5.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1089.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/33881005-9d70-4baf-b82d-c9b3a40e80c1.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_2325.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/008d279a-656e-46ad-b384-4c52608c1e37.png?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_650.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/9db2a013-25ba-41bb-973e-f27ab622f88a.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_229.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/d1d0a178-bfce-43e6-b756-4bbaed951e88.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_2082.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/da8f212e-e7f1-4ec5-b8bb-32d8b8488fe8.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1047.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/23f72242-3118-4f28-bc98-77d9316c6668.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_445.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/c90be0fd-2875-4ae2-9201-fbb9d279a238.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1477.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/6448a137-92ee-4293-83b9-d057342d0d42.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1360.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/4cf5137e-15a3-4f19-aaa4-696d155c6963.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_879.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/f4a2dc84-1e1e-4e9e-b022-e350ee1a78ce.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_254.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/4cc45322-55e7-431e-9bbe-8b498ebcc157.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_2148.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/26b033bb-1d91-49f3-8a35-f602f59a34c8.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_56.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/cf72004b-94f3-457e-86c8-06b3346968d9.jpeg?h=368&w=240&dpr=2,woman wearing a navy blue pinstripe mini wrap dress with a white collar and cuffs; long sleeves; asymmetrical ruffle detail.
long_sleeve_dress_1717.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/42efbdfd-cbfc-4582-8354-4829b6595c2d.jpeg?h=368&w=240&dpr=2,woman wearing a rust-colored midi-length ribbed knit dress with a square neckline and long sleeves.  the sleeves have a slight flare at the cuff.
long_sleeve_dress_1307.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/878afce5-8305-4280-a406-64e6d3f95bf4.jpeg?h=368&w=240&dpr=2,woman wearing a light blue ombre shift dress with a round neckline and embellished vertical lines of rhinestones at the waist. the dress has three-quarter sleeves with flared bell cuffs.
long_sleeve_dress_1491.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/cb001b82-9343-4039-9320-d6672334e83b.jpeg?h=368&w=240&dpr=2,"woman wearing a brown and black tiger-striped midi dress with a high neck and long sleeves, cinched at the waist with a black belt.  the dress appears to be made of a sheer fabric."
long_sleeve_dress_1463.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/38ba337d-88f3-4d0e-9360-0ba58d3c9235.jpeg?h=368&w=240&dpr=2,"woman wearing a black midi dress with long sleeves and a sheer, embroidered floral design in pink, green, and gold."
long_sleeve_dress_685.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/e3a87b7d-c064-40f4-86f4-5b9256df7450.jpeg?h=368&w=240&dpr=2,"a woman wearing a long-sleeved midi dress with a sweetheart neckline and a full, gathered skirt. the dress is in a beige, green, and brown plaid pattern."
long_sleeve_dress_426.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/e7e56282-ec53-4fd8-9168-f8f21b11736c.jpeg?h=368&w=240&dpr=2,"woman wearing a tan long-sleeved, close-fitting, cropped sweater and a snakeskin-print pleated midi skirt with an asymmetrical hem."
long_sleeve_dress_1229.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/b51c8f97-dc71-42af-afb8-3a8a010ca60e.jpeg?h=368&w=240&dpr=2,"woman wearing a black knee-length dress with a slightly asymmetrical hemline, three-quarter sleeves, and a fitted silhouette.  the fabric appears to be a knit or jersey material.  the dress has a slightly draped or wrapped effect at the waist."
long_sleeve_dress_282.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/81b23857-21aa-47e3-9e02-403fe7de0113.jpeg?h=368&w=240&dpr=2,"woman wearing a hot pink midi dress with long balloon sleeves and a cinched waist.  the dress has a v-neckline and appears to be made of a smooth, possibly silky fabric."
long_sleeve_dress_1058.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/d367c7a3-5884-47b4-ac39-164bc884603e.jpeg?h=368&w=240&dpr=2,"a brown maxi dress with gold polka dots, a high mock neck, ruffled shoulders, long sleeves with fitted cuffs, a belted waist, and a tiered skirt.  the fabric appears to be sheer.  a woman is wearing it."
long_sleeve_dress_993.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/7a6febb1-6969-49ce-afaa-c7f10311ca65.jpeg?h=368&w=240&dpr=2,"woman wearing a gold, off-the-shoulder, long-sleeved sequined midi dress."
long_sleeve_dress_1198.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/f16dcb5d-4880-40f6-855b-cd068757ede2.jpeg?h=368&w=240&dpr=2,a black tulle midi dress with black floral embellishments and a black velvet waistband and hem; worn by a woman.
long_sleeve_dress_620.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/bd056f52-2df7-4ef1-9ba2-202bb94d719c.jpeg?h=368&w=240&dpr=2,"woman wearing a dark teal, sparkly, long-sleeved maxi dress with a v-neck, wrap bodice, and a thigh-high slit.  the dress has subtle puff shoulders."
long_sleeve_dress_1034.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/0c5b7f90-2116-4750-8310-957f7a0bb495.jpeg?h=368&w=240&dpr=2,"woman wearing a black maxi dress with long sleeves, a gathered waist, and a v-neck.  the fabric appears to be a lightweight woven material."
long_sleeve_dress_1293.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/767376b9-106d-4a76-9961-b53fbe512131.jpeg?h=368&w=240&dpr=2,"woman wearing a black midi dress with a square neckline, long sleeves, and a slightly asymmetrical hemline.  the dress appears to be made of a knit or jersey fabric and has a fitted silhouette."
long_sleeve_dress_2045.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/e5c54c3a-6669-4598-9ed9-32909d2f3c2c.jpeg?h=368&w=240&dpr=2,"a fuchsia pink satin maxi dress with a cowl neckline, long balloon sleeves, and a fitted silhouette."
long_sleeve_dress_1694.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/8acd3f7c-25f1-4236-a759-5b1bd3e362f0.jpeg?h=368&w=240&dpr=2,woman wearing a black midi dress with a keyhole neckline and three-quarter sleeves.  the fabric appears to be a slinky jersey knit.
long_sleeve_dress_2320.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/f9b4e978-8cfd-4b09-80d8-4ce618d83322.jpeg?h=368&w=240&dpr=2,"a beige long-sleeve midi sweater dress with a v-neck and a center seam detail, worn by a woman."
long_sleeve_dress_296.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/8210dde3-d517-4868-aec7-739aff823fbf.jpeg?h=368&w=240&dpr=2,"woman wearing a black, cream, and mauve midi dress with a v-neck, three-quarter sleeves, a cinched waist, and a front slit.  the dress features a repeating floral pattern.  the fabric appears to be a lightweight cotton."
long_sleeve_dress_787.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/7e53897c-157d-4e69-a448-1d5e020d5f76.jpeg?h=368&w=240&dpr=2,woman wearing a rust-colored satin midi wrap dress with long sleeves and a v-neck.
long_sleeve_dress_1023.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/29ce5350-abeb-4788-bcb3-e925de999f76.jpeg?h=368&w=240&dpr=2,woman wearing a sleeveless midi dress with a v-neck and a self-tie belt. the dress is brown and features an abstract floral print in shades of purple and beige.  the fabric appears to be a lightweight silk or rayon.
long_sleeve_dress_2172.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/ff5d2452-54cd-40dc-9207-47dca069b48d.png?h=368&w=240&dpr=2,"woman wearing a light pink, long-sleeved, beaded, v-neck, floor-length gown with a fitted silhouette and wavy pattern."
long_sleeve_dress_1043.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/7f6622a7-c105-4299-a98f-17faeafbefb0.jpeg?h=368&w=240&dpr=2,"woman wearing a red, one-shoulder, long-sleeve maxi dress with a thigh-high slit and a ruffled flower accent on the shoulder."
long_sleeve_dress_528.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/cfc34838-11a2-45b8-bc23-a488031cb511.jpeg?h=368&w=240&dpr=2,"woman wearing a long, pleated maxi dress with a v-neck and long sleeves.  the dress is in a multicolored floral print with pinks, reds, purples, and greens, on a lighter background. the fabric appears to be lightweight and possibly chiffon."
long_sleeve_dress_861.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/17837887-b2de-4d86-857b-7b3cee0c9449.jpeg?h=368&w=240&dpr=2,"woman wearing a navy blue midi dress with a white polka dot pattern.  it has long sleeves, a v-neck, and an elasticized waist. the sleeves are slightly puffed at the shoulder."
long_sleeve_dress_173.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/90ae0e1d-ed67-4365-b49a-8a744e647494.jpeg?h=368&w=240&dpr=2,"woman wearing a navy midi dress with a multicolored floral print, a v-neck, long sleeves with balloon cuffs, a belted waist, and a wrap-style bodice.  the fabric appears to be lightweight and possibly chiffon."
long_sleeve_dress_694.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/25289db5-2d09-4adf-9c77-848cec3c1e46.jpeg?h=368&w=240&dpr=2,woman wearing a black pleated midi dress with a blue and green floral print.  the dress has a wrap bodice and long sleeves.  the fabric appears to be a silky satin.
long_sleeve_dress_1690.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/dcaade91-a6ba-4440-8ffd-c4c78fe50713.jpeg?h=368&w=240&dpr=2,"woman wearing a black velvet midi shirt dress with a collared neckline, long sleeves, button front closure, and a self-tie belt."
long_sleeve_dress_1616.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/886ec764-02e4-4de3-aced-6d2940740e52.jpeg?h=368&w=240&dpr=2,"woman wearing a blue, midi-length, knitted dress and matching cardigan. the cardigan has a subtle, fair-isle-style pattern on the cuffs."
long_sleeve_dress_1689.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/0a0028fa-6e0f-4e0d-a457-742a0e45366a.jpeg?h=368&w=240&dpr=2,"woman wearing a pink linen mini dress with long sleeves, a belted waist, and multicolored embroidered flowers along the hem and sleeves.  the neckline is v-shaped with gold trim."
long_sleeve_dress_29.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/be39ad26-e7d5-41de-9ad1-e503ed5dde49.jpeg?h=368&w=240&dpr=2,"woman wearing a long-sleeved maxi dress with an abstract floral print in shades of teal, green, purple, and blue, on a black background.  the dress appears to be made of a sheer or mesh fabric.  it has a close-fitting, form-fitting silhouette."
long_sleeve_dress_2100.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/3cb15899-bbaf-4a10-a2c0-df546cab418b.jpeg?h=368&w=240&dpr=2,"woman wearing a black midi-length dress with a fitted bodice and a keyhole neckline;  a matching cropped, three-quarter sleeve bolero is layered over the shoulders."
long_sleeve_dress_1651.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/9627e326-735d-4a84-8ea7-03199dc1ac44.jpeg?h=368&w=240&dpr=2,"a brown, long-sleeved maxi dress with a turtleneck and a flared skirt, made from a jersey-like fabric.  woman wearing."
long_sleeve_dress_2317.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/aed8c721-32ec-4c34-8aca-c208f9a77765.jpeg?h=368&w=240&dpr=2,"woman wearing a navy blue, maxi-length dress with a square neckline and three-quarter sleeves.  the dress features a fitted bodice and a slightly flared skirt. the fabric is a textured brocade with an all-over dark floral pattern.  the sleeves are puffed at the shoulders."
long_sleeve_dress_1510.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/20bc25e9-48d5-4f84-b91d-09bb287c2106.jpeg?h=368&w=240&dpr=2,"a navy blue mini dress with long sleeves and a sweetheart neckline, embellished with small beads at the bust.  the dress has a form-fitting, bodycon silhouette.  the fabric appears to be a structured knit or jersey.  a woman is wearing it."
long_sleeve_dress_522.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/3e2e6c68-8242-4c3d-a73b-6212ba8f310c.jpeg?h=368&w=240&dpr=2,"a navy blue, long-sleeved maxi dress with a keyhole neckline and crocheted lace detailing, worn by a woman."
long_sleeve_dress_435.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/91ea2bb1-7a6a-4504-aa03-a209e09327d7.jpeg?h=368&w=240&dpr=2,"woman wearing a black midi dress with multicolored floral embroidery, a v-neck, long sleeves, and a tiered skirt.  the fabric appears to be a sheer mesh.  a velvet waistband is visible at the natural waist."
long_sleeve_dress_1976.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/f6b21d3e-268b-40da-8459-58dc6676e504.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1582.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/7cf472f9-89d3-4614-ae8a-581b55dd996d.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_1315.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/0648a35d-0020-47e0-947a-7058f00ea2a0.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_464.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/02c11e76-bde6-439e-81fa-ed6eb2dd415f.jpeg?h=368&w=240&dpr=2,image download failed
long_sleeve_dress_2220.jpg,dress,long sleeve dress,https://n.nordstrommedia.com/it/a0a128fe-706e-441a-a776-bb174aea1648.png?h=368&w=240&dpr=2,image download failed
long_sleeve_top_1309.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/a96efca0f29cae8afbea610f0eeab7a8_images.jpg,a red and white plaid short-sleeved button-down shirt with two chest pockets and red buttons.
long_sleeve_top_139.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Blue-Striped-Shirt_4be987b53f40ae04dca500644ca03832_images.jpg,"man wearing a long-sleeved, light blue and dark striped dress shirt with a button-down collar and button cuffs."
long_sleeve_top_3028.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/c81f439c228496427353a55fe8b2991c_images.jpg,"a man wearing a long-sleeved, button-down shirt in a white, blue, and black plaid pattern.  the shirt has two chest pockets."
long_sleeve_top_1161.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/713cab9c04263cee71e1f8e17349f8d6_images.jpg,man wearing a dark gray and black pinstripe long-sleeve button-down shirt with white cuffs.
long_sleeve_top_1023.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/7ee82f05bd367c3710bc64b4e00d70a3_images.jpg,"man wearing a light-blue and white striped, long-sleeved button-down shirt; the shirt appears to be made of a cotton or cotton blend fabric, with a classic fit."
long_sleeve_top_332.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/7baa2d94f90a25589adbb9518950a705_images.jpg,image download failed
long_sleeve_top_1037.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/7ee0a71c77bbd8e09ff976b7a6129d09_images.jpg,"man wearing a white, yellow, and blue plaid, long-sleeved button-down shirt."
long_sleeve_top_879.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/d033608f4eefb9a65442161ffab1b067_images.jpg,"man wearing a light beige and teal striped, long-sleeved button-down shirt with a classic fit."
long_sleeve_top_2131.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/b6301e037f884d038911ef234c41f203_images.jpg,woman wearing a black sleeveless woven top with a collared neckline and a front tie.
long_sleeve_top_1089.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/5836d07e0e47d2c08c1b110fc3c85aa2_images.jpg,"a black, long-sleeved dress shirt with a subtle pinstripe pattern and a white trim on the collar, worn by a man."
long_sleeve_top_2656.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/2d25f8a6a0c62865e43b4631d59bab5e_images.jpg,a red and navy blue gingham long-sleeved button-down shirt with a classic fit.
long_sleeve_top_2820.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/3aea48653b558435753f1db5035d2ea7_images.jpg,"a light blue, long-sleeved button-down shirt with a breast pocket, worn by a man."
long_sleeve_top_1744.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/6c1bdfb513e40788d40d15adc838e58b_images.jpg,"a man wearing a button-down, plaid, long-sleeved shirt in shades of purple, white, and light blue.  it has a relaxed fit and appears to be made of cotton."
long_sleeve_top_423.jpg,top,long sleeve top,http://assets.myntassets.com/v1/images/style/properties/216f6d70ba3a383b9cf0e8d5ff612854_images.jpg,"a red and black plaid long-sleeved shirt with a button-down collar, worn by a man."
