filename,masterCategory,garment,url
short_sleeve_top_55.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/276c160593d6e6e0b6a5deb35d22e98c_images.jpg
short_sleeve_top_56.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/3f2a06dcd3707b649a9ea387c5eb815f_images.jpg
short_sleeve_top_57.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/32b7ab95ee08d255a8e846af0792aec8_images.jpg
short_sleeve_top_58.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/1aa3626f05339e3d6cd1a91c895dedda_images.jpg
short_sleeve_top_59.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/23f01ffe23d56ba4407b6bdc52e8d35e_images.jpg
short_sleeve_top_60.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/17212b539f1f223b709ad82fa6ee0465_images.jpg
short_sleeve_top_61.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6c6e626685728fcb49c1c825cff97359_images.jpg
short_sleeve_top_62.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/3a3fb99c64965cd71520b5660863bffc_images.jpg
short_sleeve_top_63.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/9c2a4a9bbe56519a7611ca91440e16e7_images.jpg
short_sleeve_top_64.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/418dc7afc9a5def255f3c8d4ea732ba3_images.jpg
short_sleeve_top_65.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6f244f7904450765f0ed5ff9695d6e7f_images.jpg
short_sleeve_top_66.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d1e93274c65c5653643f37cf4521012b_images.jpg
short_sleeve_top_67.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-Charcoal-T-shirt_1d89134cc2f8206fadf8d3f4fdc8eefc_images.jpg
short_sleeve_top_68.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/157daeae3ec68659d93f0b6fff5029ab_images.jpg
short_sleeve_top_69.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8e92a51a2f9ab5e538fe48d3162efe02_images.jpg
short_sleeve_top_70.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/7c110a402adc49a4cc185c3ee54259c4_images.jpg
short_sleeve_top_71.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/78579f5be78185821ed35552b6a8d96c_images.jpg
short_sleeve_top_72.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/81348a143a190c297e2096f1386292b6_images.jpg
short_sleeve_top_73.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4d80b246cf47cee4bb6068089f84a74c_images.jpg
short_sleeve_top_74.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/16ff28a92ad91485a9bc4c781e52f8fc_images.jpg
short_sleeve_top_75.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d746662c40af6a9fc6d5525cd85f323b_images.jpg
short_sleeve_top_76.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Black-Chelsea-Away-Jersey_ca4abe7d788439fccc8b2b256b274984_images.jpg
short_sleeve_top_77.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/c7dd1a066696ed66392dc727f637073f_images.jpg
short_sleeve_top_78.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/3de6cbcb49abc50fb651abfdb868bf92_images.jpg
short_sleeve_top_79.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/ea4a17f92eef68e52afdc8fec0e59538_images.jpg
short_sleeve_top_80.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/479ef1152507dad5026559d6576f7d8a_images.jpg
short_sleeve_top_81.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/c0dd3f9ae2f72fe4e192aead9620269b_images.jpg
short_sleeve_top_82.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8483c7e54ece0a2de025182f4b30e3b5_images.jpg
short_sleeve_top_83.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8fecd3e02da68ef74383dbdd9248f182_images.jpg
short_sleeve_top_84.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/a3a86813b7ed6fe9b70a0a8812a22f14_images.jpg
short_sleeve_top_85.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/b25b96200ffb89140428561eebe8eb9e_images.jpg
short_sleeve_top_86.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/837313a7121a2abce5899e23ec3d6301_images.jpg
short_sleeve_top_87.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/ab96dcd57224a4128487ed4e2a7148ca_images.jpg
short_sleeve_top_88.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/fb581fc43c7471f0ee2164721711fad3_images.jpg
short_sleeve_top_89.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6a18abbe847c9aa5831ed4b071c2bc34_images.jpg
short_sleeve_top_90.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6a0a3c7283e515ee055b7ce48596ab73_images.jpg
short_sleeve_top_91.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/842c40ade796e4594a8dff13147c6258_images.jpg
short_sleeve_top_92.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/96ca0347c4d87fdc8e0cb1e71b6de530_images.jpg
short_sleeve_top_93.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/b44b611f73cd110b41027e48f596dfa7_images.jpg
short_sleeve_top_94.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/2c88e0246d886c8e25ee48051415d29a_images.jpg
short_sleeve_top_95.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/cf97e4659473904efe96d0ee5a010063_images.jpg
short_sleeve_top_96.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/47bc4d9fa6c954a7c77832a178bedea0_images.jpg
short_sleeve_top_97.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/048477a26c1da1d6aa87134c253ab97b_images.jpg
short_sleeve_top_98.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5be31b2b51107dad9c4b4aebeb1ac311_images.jpg
short_sleeve_top_99.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4393aa494538f11ce63e89dc49070dad_images.jpg
short_sleeve_top_100.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/629697ca7e41737c5e31bf4a4a378f72_images.jpg
short_sleeve_top_101.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/19eaf0904db10754c6d20405062a04a6_images.jpg
short_sleeve_top_102.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d2e611ba02903b05ea5e2d3250ba336c_images.jpg
short_sleeve_top_103.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/05653f9e530f71dc12821e2895e5d975_images.jpg
short_sleeve_top_104.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6ad721173c210760b62f103499d1fc48_images.jpg
short_sleeve_top_105.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/9268ca2aa46c58421c91ac63eec7e911_images.jpg
short_sleeve_top_106.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/a85baa1bed5c1a6143343a649ddc2e44_images.jpg
short_sleeve_top_107.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/08f7d8fb40fdce1666620aca87b42587_images.jpg
short_sleeve_top_108.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5fbfc29558ceaf9834872c0cbba23796_images.jpg
short_sleeve_top_109.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/65663f6e5dd5c44fba0947ab855e18a4_images.jpg
short_sleeve_top_110.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/f5fbc8579e48ea6720cf1baadca16b18_images.jpg
short_sleeve_top_111.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/989c4516296b1461d59e6a837fcf45fc_images.jpg
short_sleeve_top_112.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4f5d00c37f5a798dfdd17ec8bb14d86b_images.jpg
short_sleeve_top_113.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/56d4411af0938a2590b41f144a4d374f_images.jpg
short_sleeve_top_114.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/97e40428621268f17c932efc9980b464_images.jpg
short_sleeve_top_115.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/2fd66c7d5259507acf4b95bba0f1e916_images.jpg
short_sleeve_top_116.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5bbb2eb30c66dc89c86d930045b3dc09_images.jpg
short_sleeve_top_117.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/2364994f2ec08d2f23b3f9bcc455a798_images.jpg
short_sleeve_top_118.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/58eae3aa921d6f88d523f2ead3819af7_images.jpg
short_sleeve_top_119.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/c6022879789101a72fdc7abe5d2a4a23_images.jpg
short_sleeve_top_120.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Rust-T-shirt_8810a1dce52573d465b285fb11d3ba9f_images.jpg
short_sleeve_top_121.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/cbe90e5a3f0b44e58bb4978cc91e71f8_images.jpg
short_sleeve_top_122.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/75eb1404040e289934744a945fcf33f1_images.jpg
short_sleeve_top_123.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/a751858b30c5e55904b3dc017c38f9af_images.jpg
short_sleeve_top_124.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5c72c2df9789fffd49b9663e98565298_images.jpg
short_sleeve_top_125.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/19e60e68e899ccf0226b747229da8fd7_images.jpg
short_sleeve_top_126.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/0be06bfdbdcc60d9678fc504b06a0e19_images.jpg
short_sleeve_top_127.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/7e292b91e62355148efb4ffeb482eee9_images.jpg
short_sleeve_top_128.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/70249f9c9d37d5a4697322c99442274c_images.jpg
short_sleeve_top_129.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5af6876bba847786f19cdab5c26906b7_images.jpg
short_sleeve_top_130.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/ef8c3fc3830f1ede5fcf7909fc5c09a1_images.jpg
short_sleeve_top_131.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/b96695df1f94e7b81e4582cdc3fa4d0a_images.jpg
short_sleeve_top_132.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/6390fd6a06c6da69dfd4e2c80b69504d_images.jpg
short_sleeve_top_133.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/1e065885cb59c76bee2059d13b691698_images.jpg
short_sleeve_top_134.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/b7471d931797500d03bf533f7ce05067_images.jpg
short_sleeve_top_135.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/f1f872425e453c5d8287d4c076089d3c_images.jpg
short_sleeve_top_136.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d2aa92369fb269fbc90b4d52d76580a5_images.jpg
short_sleeve_top_137.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/031fdac535f3c5630b6c63a1dbbbb859_images.jpg
short_sleeve_top_138.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/a5fd20f3ac1d049cab2f433a92e93bb4_images.jpg
short_sleeve_top_139.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/f5b0a40b729c672816a3f39d2795a804_images.jpg
short_sleeve_top_140.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/90e6d8c344888055a6d79fcc76f3d5b7_images.jpg
short_sleeve_top_141.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/787ec33418d58b501c4eff6478e86fcc_images.jpg
short_sleeve_top_142.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/9b9d845602cecb5295d1e13760357797_images.jpg
short_sleeve_top_143.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/15da0bc604a403266445a8e5db2409ad_images.jpg
short_sleeve_top_144.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/0d14fc271b994d920c2104bf38361afa_images.jpg
short_sleeve_top_145.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/2d827d7f68fc36581247539cb33221c3_images.jpg
short_sleeve_top_146.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/525c5908cd72bf3ae4e334b43ccc3e19_images.jpg
short_sleeve_top_147.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/cd302866716edd2e5b21009e81d78d8b_images.jpg
short_sleeve_top_148.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/0810496287e9904f9570f64fd11b8035_images.jpg
short_sleeve_top_149.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/1c20333570064b3a7b21632ee9bd29e6_images.jpg
short_sleeve_top_150.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d962b90784a75d9a1a9ae1900190d470_images.jpg
short_sleeve_top_151.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/cad3edb08d06372c94c9146fa7f9f381_images.jpg
short_sleeve_top_152.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8f14db6c2fe41a05f07fdef25a220b2a_images.jpg
short_sleeve_top_153.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d152e89f8cd63a972e9bdb1eb879db4d_images.jpg
short_sleeve_top_154.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8022894d11b661e298f3d61d60fd5703_images.jpg
short_sleeve_top_155.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/48a0284a497e466f7183cd8f2e97e81f_images.jpg
short_sleeve_top_156.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/0f9914eb8b1ac74dc8ab1fdd5e5376d6_images.jpg
short_sleeve_top_157.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/e6f9b6bfa350468f847fb16df19bfcd9_images.jpg
short_sleeve_top_158.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Men-Red-T-shirt_652fc2af1755b012c5108fd056071b8d_images.jpg
short_sleeve_top_159.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/df149bd9329ba19a983f396c00e0a3fe_images.jpg
short_sleeve_top_160.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/7389924247382331fab32f4c6ce9b535_images.jpg
short_sleeve_top_161.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/12e72502e913fcbb818c198ea9cf1bcb_images.jpg
short_sleeve_top_162.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/be1511790cd37859920d51a8d11de8b1_images.jpg
short_sleeve_top_163.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4a189a92310806c9b6de592fc6a570a3_images.jpg
short_sleeve_top_164.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/a629ac45d3fa23a2144a3fc86e51379d_images.jpg
short_sleeve_top_165.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/29a120c5c190d43d8534e3382f698135_images.jpg
short_sleeve_top_166.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Nike-Kids-Boys-Contemporary-Athlete-Green-T-shirt_2e8c8f8fda0a1a6beadc926ed3c9fc4f_images.jpg
short_sleeve_top_167.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/e025ace385251d47b251a6dc77ca3332_images.jpg
short_sleeve_top_168.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/9b846ec759aa9954970c10f5499b296a_images.jpg
short_sleeve_top_169.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4ccae5eed1206e7acbcd78992341ac0f_images.jpg
short_sleeve_top_170.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d65f4d8829760e5ee0cadf105b1d9343_images.jpg
short_sleeve_top_171.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/43b6d7849d951e6bbb747e624495bd22_images.jpg
short_sleeve_top_172.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/5a7b8641eb3b05991f33230b5533d034_images.jpg
short_sleeve_top_173.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/c509e5c677a2161015538fa746e6cec3_images.jpg
short_sleeve_top_174.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8e5d4f53f86affd48fc52bfb2ba696f5_images.jpg
short_sleeve_top_175.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_ac8f23f5c365da63bbc4ca6f8c9abcb3_images.jpg
short_sleeve_top_176.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/dfed2224be6e983999686e1d326830b5_images.jpg
short_sleeve_top_177.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/50f42800cf9130076bf0f960ce89827a_images.jpg
short_sleeve_top_178.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/d76145adac2470c6a987802572aa3994_images.jpg
short_sleeve_top_179.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/7d2fdeed723dc73e172080595e1ee5fb_images.jpg
short_sleeve_top_180.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/8504ec2e746efd7f64993cd6388ac182_images.jpg
short_sleeve_top_181.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/df03b8d97241493ee21d478fcfb2021c_images.jpg
short_sleeve_top_182.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/7222932ba5153c5e5ecdc748f031a628_images.jpg
short_sleeve_top_183.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/4f5fe54704585e2011c465c5cd1adeb7_images.jpg
short_sleeve_top_184.jpg,top,short sleeve top,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-White-T-shirt_15560f9dbdb6997c91ad4a83fae9ce2b_images.jpg
